created_at,id,full_text,in_reply_to_screen_name,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries
Mon May 15 02:44:36 +0000 2023,1657940011038175232,@lackadaisaI Score! 🙌,lackadaisaI,en,recent,86089860,86089860,Sam’s Club,SamsClub,"Bentonville, Arkansas","We are a membership wholesale club, offering superior products and services at outstanding values to our members. Tweet @SamsClub.",https://t.co/aQyh1Kcaax,"[{'url': 'https://t.co/aQyh1Kcaax', 'expanded_url': 'http://www.samsclub.com', 'display_url': 'samsclub.com', 'indices': [0, 23]}]",[],False,146015,6,947,Thu Oct 29 15:16:41 +0000 2009,1548,,,True,False,98204,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1459948503740948481/yZCJCYS9_normal.jpg,https://pbs.twimg.com/profile_images/1459948503740948481/yZCJCYS9_normal.jpg,https://pbs.twimg.com/profile_banners/86089860/1683663647,0084B4,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,[]
Mon May 15 02:02:07 +0000 2023,1657929321615601664,"RT @djv85gaming: @stupidatm “I’m probably not gonna be good at @RealmRoyale” 

Also @stupidatm 👇 https://t.co/E3lfPNSMWP",,en,recent,750064094200238080,750064094200238080,Samoontha,SamsClub_Sam,"Republic of Gilead, HELP ME!!!","Opinions are my own
Tweets are not investment advice
½ Canadian ½ American 100% idiot
I like fortnite...alot  
Love @stupidatm 🤙❤️",,,[],False,1018,1620,3,Mon Jul 04 20:29:50 +0000 2016,47425,,,False,False,22852,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1622095661314494465/1e_ENooq_normal.jpg,https://pbs.twimg.com/profile_images/1622095661314494465/1e_ENooq_normal.jpg,https://pbs.twimg.com/profile_banners/750064094200238080/1677170988,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,[]
Mon May 15 01:55:15 +0000 2023,1657927590399688705,"RT @bulkbuysplitter: Happy Mother's Day to all the incredible moms out there!

Your love and dedication are truly unmatched, and we are so…",,en,recent,23449262,23449262,Alan Patterson,Paatterson,"Washington, DC","Dad, Entrepreneur, Terp, ΚΑΨ & Co-Founder - Master of my Fate Captain of my Soul - RTs aren't endorsements",https://t.co/NwLW91WbWt,"[{'url': 'https://t.co/NwLW91WbWt', 'expanded_url': 'http://www.bulkbuysplitter.com', 'display_url': 'bulkbuysplitter.com', 'indices': [0, 23]}]",[],False,471,1628,27,Mon Mar 09 15:41:40 +0000 2009,20488,,,True,False,3776,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1619435717117054977/dEk-JioC_normal.jpg,https://pbs.twimg.com/profile_images/1619435717117054977/dEk-JioC_normal.jpg,https://pbs.twimg.com/profile_banners/23449262/1679436487,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,[]
Mon May 15 01:07:56 +0000 2023,1657915684238532609,"Hey @SamsClub It would be helpful if you'd allow adding items to an already-placed pick-up order like some other stores do. A couple times I've placed a 2nd order but they only come out with one, and I feel bad about them going back.",,en,recent,949876501398376448,949876501398376448,Nichole,Nichole_BOOHfan,"Indiana, USA","#MedicareForAll #NeitherPartyCaresAboutUs ; Jim Steinman and Bat Out of Hell The Musical 🦇🦇🦇🔥❤️, INFJ, cats 😸🐱😺",,,[],False,2098,2878,6,Sun Jan 07 05:33:00 +0000 2018,178712,,,False,False,25661,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1172983382919340032/yGfr-L0S_normal.jpg,https://pbs.twimg.com/profile_images/1172983382919340032/yGfr-L0S_normal.jpg,https://pbs.twimg.com/profile_banners/949876501398376448/1515308419,F55649,000000,000000,000000,False,True,False,False,False,False,False,none,[]
Mon May 15 00:37:40 +0000 2023,1657908067009277952,@KevinHart4real @SamsClub @Chase @DraftKings @fabletics_men @OldSpice @myharthouse @AudemarsPiguet @c4energy @SIRIUSXM @netflix @peacock I like those beats for real,KevinHart4real,en,recent,1657366503157555201,1657366503157555201,Arthur Power,ArthurPower2023,,about a year ago I was gaining 440 lb  and now today 250 thank you Lord keep me strength,,,[],False,47,296,0,Sat May 13 12:46:22 +0000 2023,83,,,False,False,31,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1657369053059600389/09GYI7mC_normal.jpg,https://pbs.twimg.com/profile_images/1657369053059600389/09GYI7mC_normal.jpg,https://pbs.twimg.com/profile_banners/1657366503157555201/1684112645,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 00:25:46 +0000 2023,1657905075124150273,RT @paulmescalfiles: Paul Mescal street style appreciation tweet. https://t.co/BIvRf7EMUu,,en,recent,1275975409939644417,1275975409939644417,sammy toretto,the_samsclub,"Amherst, MA",on the everlasting quest to date Dakota Johnson,https://t.co/XOaNzJvlub,"[{'url': 'https://t.co/XOaNzJvlub', 'expanded_url': 'https://letterboxd.com/Sam_An/', 'display_url': 'letterboxd.com/Sam_An/', 'indices': [0, 23]}]",[],False,56,476,0,Thu Jun 25 02:13:47 +0000 2020,30599,,,True,False,324,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1656877815310974976/HcWIK6dQ_normal.jpg,https://pbs.twimg.com/profile_images/1656877815310974976/HcWIK6dQ_normal.jpg,https://pbs.twimg.com/profile_banners/1275975409939644417/1654462203,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 00:15:12 +0000 2023,1657902414400290818,Need new company @SEC_Enforcement @SEC_Investor_Ed @CNBC mini Tacos 36 to box under $5.00 @kroger @Target shelf them by meatballs corndogs @WhiteHouseHPI @WhiteHouseGPC @WhiteHouseCEA can't find copy right office yet. @NSAGov @SamsClub https://t.co/bKfgM7Trif,,en,recent,1655700408268992512,1655700408268992512,Amylynn Volluz,AmyVolluz518513,,,,,[],False,0,218,0,Mon May 08 22:25:50 +0000 2023,61,,,False,False,123,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1655906695518748672/AqgVBWJ5_normal.jpg,https://pbs.twimg.com/profile_images/1655906695518748672/AqgVBWJ5_normal.jpg,https://pbs.twimg.com/profile_banners/1655700408268992512/1683634634,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 00:12:12 +0000 2023,1657901660625149954,"RT @FalconPassPTA: Thanks to the generous donations of our PTA, FPE families &amp; community partners, we celebrated our teachers &amp; staff with…",,en,recent,39191995,39191995,Jennifer Kiev,jaybk6145,"Pearland, TX",,,,[],False,31,72,1,Mon May 11 04:29:05 +0000 2009,84,,,True,False,2151,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1631549814/image_normal.jpg,https://pbs.twimg.com/profile_images/1631549814/image_normal.jpg,,FF0000,65B0DA,7AC3EE,3D1957,True,False,False,False,False,False,False,none,[]
Mon May 15 00:10:08 +0000 2023,1657901138673270786,@WillMoclair .@SamsClub needs to sponsor this post 😂,WillMoclair,en,recent,859192652910166017,859192652910166017,Anna Darling,AnnaDarlingTV,"Fayetteville, AR","FOX24 Evening Anchor/Reporter at @KNWAFOX24 • @IUBloomington Alum ❤️ Indiana Hoosier • Proud cat & plant mom, cycling & sushi enthusiast • Views are my own",https://t.co/QKSaPPgZdv,"[{'url': 'https://t.co/QKSaPPgZdv', 'expanded_url': 'https://youtu.be/gbWCqNcbNhU', 'display_url': 'youtu.be/gbWCqNcbNhU', 'indices': [0, 23]}]",[],False,5868,868,26,Mon May 01 23:47:46 +0000 2017,4363,,,True,False,3790,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1400210297944694784/7VuRDUIO_normal.jpg,https://pbs.twimg.com/profile_images/1400210297944694784/7VuRDUIO_normal.jpg,https://pbs.twimg.com/profile_banners/859192652910166017/1653666777,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[]
Sun May 14 23:52:21 +0000 2023,1657896664193966080,"@SamsClub I am 6 months pregnant and was craving a brownie sundae. I was look forward to the sundae very much, but I almost swallowed this plastic pouch part that was in my sundae 😩😳 https://t.co/yeUUmOUPT6",SamsClub,en,recent,147606815,147606815,Jen Tweets,JsendsTweets,,,,,[],False,245,247,4,Mon May 24 15:35:46 +0000 2010,6,,,False,False,793,,False,False,False,C1999A,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1313574221268824065/2U4WiZ8X_normal.jpg,https://pbs.twimg.com/profile_images/1313574221268824065/2U4WiZ8X_normal.jpg,,6E5A42,7BAFAD,ABFDFB,3242F4,True,True,False,False,False,False,False,none,[]
Sun May 14 23:07:22 +0000 2023,1657885342530256896,@crayforddl @SamsClub They are terrible at rotating merchandise. Had store #8138 tell me last week they would not pull down new salad mix until the stuff that expired the next day was gone.  Who wants to by produce right before it expires.,crayforddl,en,recent,52599323,52599323,Yosarian,nilolan,nowhere,just a man,,,[],False,62,329,0,Wed Jul 01 02:05:03 +0000 2009,4246,,,False,False,2719,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/463700870073286657/Bsq-3OoK_normal.png,https://pbs.twimg.com/profile_images/463700870073286657/Bsq-3OoK_normal.png,https://pbs.twimg.com/profile_banners/52599323/1403627501,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,none,[]
Sun May 14 22:36:10 +0000 2023,1657877493108572161,@SamsClub_Sam @stupidatm W finish!!,SamsClub_Sam,en,recent,1021452809915502593,1021452809915502593,Gamey McGameface,mcgameface,somewhere over a rainbow,"Just a dude who loves video games!
📹 Editor/GFX Design/Musician 🎵
Member of @HijinxTeam  
https://t.co/tSaOS6Fw4r…
EpicCreator code: GAMEY-MCG",https://t.co/EOcMtSbu7r,"[{'url': 'https://t.co/EOcMtSbu7r', 'expanded_url': 'https://www.youtube.com/channel/UCJuD_ty6rf_HKv0pNOhi2WQ?disable_polymer=true', 'display_url': 'youtube.com/channel/UCJuD_…', 'indices': [0, 23]}]","[{'url': 'https://t.co/tSaOS6Fw4r', 'expanded_url': 'http://tiktok.com/@gameymcgamefa', 'display_url': 'tiktok.com/@gameymcgamefa', 'indices': [90, 113]}]",False,1707,452,2,Mon Jul 23 17:51:42 +0000 2018,52017,,,False,False,21873,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1649064481031602179/YopOp-xx_normal.jpg,https://pbs.twimg.com/profile_images/1649064481031602179/YopOp-xx_normal.jpg,https://pbs.twimg.com/profile_banners/1021452809915502593/1677946918,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Sun May 14 22:15:21 +0000 2023,1657872253382524929,"Earn a $20.00 Sam's Club Egift card When You Sign up Using the Link in t...
https://t.co/NIWqOZokBk via @YouTube 

#SamsClub #Walmart #SamsClubMembership SamsClubDiscount #Shopping #Discount #ClubMembership",,en,recent,507865095,507865095,nerdom,hustlenomics916,"Space, CA","Entrepreneur x Affiliate Marketer

I tweet deals that may contain affiliate links. As an Amazon Associate, I earn from qualifying purchases.

Use the link below",https://t.co/ZG6Z8vDsmb,"[{'url': 'https://t.co/ZG6Z8vDsmb', 'expanded_url': 'https://amzn.to/3PWiEHB', 'display_url': 'amzn.to/3PWiEHB', 'indices': [0, 23]}]",[],False,476,299,29,Tue Feb 28 20:17:52 +0000 2012,361,,,True,False,110190,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1141022401448173569/8vyFwDIG_normal.jpg,https://pbs.twimg.com/profile_images/1141022401448173569/8vyFwDIG_normal.jpg,https://pbs.twimg.com/profile_banners/507865095/1672025745,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Sun May 14 22:03:41 +0000 2023,1657869315209560073,"@SamsClub Why won't Sam's Club install the tires I want on my car?

Exact size as original tires yet Sam's is saying I need tires rated to 149 mph instead of the ones I want and same type that have been on the car for years rated to 118 mph.

I can barely get the car to do 70!!",SamsClub,en,recent,4247299639,4247299639,Daniel Savage,TheLastSavage1,,I come in search of truth and some pointy boots and maybe a few snack crackers.,,,[],False,452,162,3,Sun Nov 15 16:13:53 +0000 2015,73043,,,True,False,24580,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1579960956368592904/FDcFh2mL_normal.jpg,https://pbs.twimg.com/profile_images/1579960956368592904/FDcFh2mL_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[]
Sun May 14 20:30:15 +0000 2023,1657845803602309120,"@SamsClub south Saunders street, Raleigh needs a new management team asap.  Packed store and two lanes open with employees.  Store dirty and not well-signed to top it off.  Never seen it this bad.  Truly sad from how this store first started.",SamsClub,en,recent,57225037,57225037,Kevin,kjkiernan,,,,,[],False,4,19,0,Thu Jul 16 03:08:08 +0000 2009,19,,,False,False,22,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[]
Sun May 14 19:30:54 +0000 2023,1657830869669740547,"RT @bulkbuysplitter: Happy Mother's Day to all the incredible moms out there!

Your love and dedication are truly unmatched, and we are so…",,en,recent,1195763290040946689,1195763290040946689,Mrs A,busiayoo,In Christ,Jesus • Marketing • Storytelling | 💍 @JustOluwafemi | Join my newsletter community 👇,https://t.co/zBjRnchsC7,"[{'url': 'https://t.co/zBjRnchsC7', 'expanded_url': 'https://tinyurl.com/bantswithbusiayo', 'display_url': 'tinyurl.com/bantswithbusia…', 'indices': [0, 23]}]",[],False,1216,722,3,Sat Nov 16 17:59:41 +0000 2019,16991,,,False,False,9166,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1650865729183309824/7HiwYDRT_normal.jpg,https://pbs.twimg.com/profile_images/1650865729183309824/7HiwYDRT_normal.jpg,https://pbs.twimg.com/profile_banners/1195763290040946689/1670752409,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Sun May 14 19:21:03 +0000 2023,1657828388973821953,@DavinTim The real MVP! 💐,DavinTim,en,recent,86089860,86089860,Sam’s Club,SamsClub,"Bentonville, Arkansas","We are a membership wholesale club, offering superior products and services at outstanding values to our members. Tweet @SamsClub.",https://t.co/aQyh1Kcaax,"[{'url': 'https://t.co/aQyh1Kcaax', 'expanded_url': 'http://www.samsclub.com', 'display_url': 'samsclub.com', 'indices': [0, 23]}]",[],False,146015,6,947,Thu Oct 29 15:16:41 +0000 2009,1548,,,True,False,98204,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1459948503740948481/yZCJCYS9_normal.jpg,https://pbs.twimg.com/profile_images/1459948503740948481/yZCJCYS9_normal.jpg,https://pbs.twimg.com/profile_banners/86089860/1683663647,0084B4,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,[]
Sun May 14 19:18:33 +0000 2023,1657827759832309762,@dorisberriz @Walmart @WinnDixie @Publix @Target @AldiUSA @cvspharmacy @Walgreens @Costco @SamsClub @TraderJoesList Read the box MASKS DONT WORK. But please keep wearing them. The “made in China” helps Biden’s  buddy out. 🤡,dorisberriz,en,recent,1590113647942160385,1590113647942160385,PegLegFlamingo(aka Gloria),PegLegFlamingo,United States ,God Fearing American. Protect our Kids The Constitution is not just Paper 🇺🇸 Make America Great Again Deplorable🇺🇸2A (GloriaakaNana71)was my first account,,,[],False,1521,2024,1,Tue Nov 08 22:47:26 +0000 2022,8968,,,False,False,15031,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1657723366789242881/djpdk_4T_normal.jpg,https://pbs.twimg.com/profile_images/1657723366789242881/djpdk_4T_normal.jpg,https://pbs.twimg.com/profile_banners/1590113647942160385/1667947867,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Sun May 14 19:12:00 +0000 2023,1657826109709230082,@SamsClub Columbus IN club is ridiculous. Line to get out after checking myself out was almost to the food court. I left my items unpaid and will buy them at Kroger or Target.,SamsClub,en,recent,2148127302,2148127302,Donmichael Thompson,RealDonmichael,"Columbus, IN","Teacher at BCSC in Columbus, IN",,,[],False,185,241,1,Tue Oct 22 01:36:12 +0000 2013,992,,,False,False,828,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1430939594577563650/GVjhAbbx_normal.jpg,https://pbs.twimg.com/profile_images/1430939594577563650/GVjhAbbx_normal.jpg,https://pbs.twimg.com/profile_banners/2148127302/1623152196,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[]
Sun May 14 18:56:08 +0000 2023,1657822117939884034,"@TexasGans @SamsClub Gas Loop - STOP PAYING FULL PRICE FOR GAS - Basically free $30-40

This loop will get you $1.55-$2 off each gallon of gas:
(If you fill up 20 gallons, you just saved over $30+)
https://t.co/P0QfAHsosh",TexasGans,en,recent,1651633074222899206,1651633074222899206,clay davis,claydavis118,,,,,[],False,0,2,0,Thu Apr 27 17:03:11 +0000 2023,0,,,False,False,406,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1651633184373710852/7H8i3ob7_normal.jpg,https://pbs.twimg.com/profile_images/1651633184373710852/7H8i3ob7_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Sun May 14 18:52:13 +0000 2023,1657821132865642502,"@donahuegroup Hey, if you're loading your cart while dancing, who are we to judge?",donahuegroup,en,recent,86089860,86089860,Sam’s Club,SamsClub,"Bentonville, Arkansas","We are a membership wholesale club, offering superior products and services at outstanding values to our members. Tweet @SamsClub.",https://t.co/aQyh1Kcaax,"[{'url': 'https://t.co/aQyh1Kcaax', 'expanded_url': 'http://www.samsclub.com', 'display_url': 'samsclub.com', 'indices': [0, 23]}]",[],False,146015,6,947,Thu Oct 29 15:16:41 +0000 2009,1548,,,True,False,98204,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1459948503740948481/yZCJCYS9_normal.jpg,https://pbs.twimg.com/profile_images/1459948503740948481/yZCJCYS9_normal.jpg,https://pbs.twimg.com/profile_banners/86089860/1683663647,0084B4,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,[]
Sun May 14 18:44:31 +0000 2023,1657819193792708611,"Well said, Sam’s Club. https://t.co/kCFy3jgCSt",,en,recent,1056743533,1056743533,Ross Miller,millerrossb,"Denver, CO",Cursed Nebraska fan and alum. Denver!!,https://t.co/HobK88P0et,"[{'url': 'https://t.co/HobK88P0et', 'expanded_url': 'https://www.twitter.com/millerrossb', 'display_url': 'twitter.com/millerrossb', 'indices': [0, 23]}]",[],False,957,479,9,Thu Jan 03 03:09:55 +0000 2013,40892,,,True,False,8951,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1505652921580625927/fQ3uPGYG_normal.jpg,https://pbs.twimg.com/profile_images/1505652921580625927/fQ3uPGYG_normal.jpg,https://pbs.twimg.com/profile_banners/1056743533/1676227212,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[]
Sun May 14 18:36:28 +0000 2023,1657817171014082560,"@SamsClub So I have a problem my wife and I purchased a vizio tv I believe in June, since having this TV we have barely used it, since last June it says the TV up time is 3 days a few hours and minutes as you can see in the picture. I turned the TV on and now it flickers like",SamsClub,en,recent,1620973692812496896,1620973692812496896,La Sombra Negra,Roja1670,,,,,[],False,2,19,0,Thu Feb 02 02:33:50 +0000 2023,0,,,False,False,11,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1620973740031971328/cUuy-aOH_normal.png,https://pbs.twimg.com/profile_images/1620973740031971328/cUuy-aOH_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Sun May 14 18:33:25 +0000 2023,1657816400172335107,@millerrossb Grilling season is upon us. 🥩,millerrossb,en,recent,86089860,86089860,Sam’s Club,SamsClub,"Bentonville, Arkansas","We are a membership wholesale club, offering superior products and services at outstanding values to our members. Tweet @SamsClub.",https://t.co/aQyh1Kcaax,"[{'url': 'https://t.co/aQyh1Kcaax', 'expanded_url': 'http://www.samsclub.com', 'display_url': 'samsclub.com', 'indices': [0, 23]}]",[],False,146015,6,947,Thu Oct 29 15:16:41 +0000 2009,1548,,,True,False,98204,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1459948503740948481/yZCJCYS9_normal.jpg,https://pbs.twimg.com/profile_images/1459948503740948481/yZCJCYS9_normal.jpg,https://pbs.twimg.com/profile_banners/86089860/1683663647,0084B4,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,[]
Sun May 14 18:00:46 +0000 2023,1657808186357760002,@SamsClub_Sam @stupidatm Well done ggs👍👍,SamsClub_Sam,en,recent,1484439628610420740,1484439628610420740,rainbow heron2023,kerridge978,inside herald tree,Like games outdoor walks and tech I'm also on twitch at rainbowheron2022,,,[],False,190,657,0,Fri Jan 21 08:16:25 +0000 2022,4077,,,False,False,11565,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1565465128220368896/AMDKGRt6_normal.jpg,https://pbs.twimg.com/profile_images/1565465128220368896/AMDKGRt6_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Sun May 14 17:29:06 +0000 2023,1657800214021828610,@SamsClub_Sam You did amazingly,SamsClub_Sam,en,recent,1149108562981019648,1149108562981019648,STUPIDATM,stupidatm,,"Heya! Welcome to my bio! I'm Chris! Love video games & football! Chill vibes, geeking out & being stupid w/friends! Let's get stoopid together! ❤️@samsclub_sam",,,[],False,983,988,1,Thu Jul 11 00:10:05 +0000 2019,48862,,,True,False,36719,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621779261060177921/RhV4vVG0_normal.jpg,https://pbs.twimg.com/profile_images/1621779261060177921/RhV4vVG0_normal.jpg,https://pbs.twimg.com/profile_banners/1149108562981019648/1672048928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Sun May 14 17:27:44 +0000 2023,1657799869631991808,"Finally won my first no build solo!!!!! Thanks to @stupidatm for coaching me thru it!!!!! 

I have 426 build solo wins and only 1 no builds solo win :') https://t.co/st3UF7RKuh",,en,recent,750064094200238080,750064094200238080,Samoontha,SamsClub_Sam,"Republic of Gilead, HELP ME!!!","Opinions are my own
Tweets are not investment advice
½ Canadian ½ American 100% idiot
I like fortnite...alot  
Love @stupidatm 🤙❤️",,,[],False,1018,1620,3,Mon Jul 04 20:29:50 +0000 2016,47425,,,False,False,22852,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1622095661314494465/1e_ENooq_normal.jpg,https://pbs.twimg.com/profile_images/1622095661314494465/1e_ENooq_normal.jpg,https://pbs.twimg.com/profile_banners/750064094200238080/1677170988,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,[]
Sun May 14 17:24:55 +0000 2023,1657799163319386113,"When I say I am going to the club, I mean @SamsClub 🕺 The skim milk 🥛 prices are very reasonable. #dadlife #sundayfunday",,en,recent,1098461088222531584,1098461088222531584,Matt Donahue,donahuegroup,"Hattiesburg, MS","The Donahue Group operates a molecular foundry constructing nitrogen heterocycles.⚒️💊🧪piperidines, pyrroles and pyrazines, oh my!",https://t.co/fmQAwBYZVj,"[{'url': 'https://t.co/fmQAwBYZVj', 'expanded_url': 'http://mattdonahuegroup.org', 'display_url': 'mattdonahuegroup.org', 'indices': [0, 23]}]",[],False,200,127,0,Thu Feb 21 05:55:06 +0000 2019,150,,,True,False,688,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1505974451304816645/HcqulMY3_normal.jpg,https://pbs.twimg.com/profile_images/1505974451304816645/HcqulMY3_normal.jpg,https://pbs.twimg.com/profile_banners/1098461088222531584/1672159377,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[]
Sun May 14 16:59:05 +0000 2023,1657792659799306240,"I'm at @SamsClub Fuel Center in Fountain Valley, CA https://t.co/dlRTJIImxV",,en,recent,95623186,95623186,Barisan the Younger,Kalbozey,Southern California,"Family, Travels, Consumer Issues & Progressive Causes
Thomas Merton, Dorothy Day & Leonardo Boff Catholic",https://t.co/nQ6g0JtlMz,"[{'url': 'https://t.co/nQ6g0JtlMz', 'expanded_url': 'https://www.flickr.com/photos/kalboz/albums', 'display_url': 'flickr.com/photos/kalboz/…', 'indices': [0, 23]}]",[],False,444,848,18,Wed Dec 09 11:00:43 +0000 2009,17895,,,True,False,13067,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1142967190/l_normal.jpg,https://pbs.twimg.com/profile_images/1142967190/l_normal.jpg,https://pbs.twimg.com/profile_banners/95623186/1398577036,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[]
