created_at,id,full_text,in_reply_to_screen_name,metadata_iso_language_code,metadata_result_type,user_id,user_id_str,user_name,user_screen_name,user_location,user_description,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favourites_count,user_geo_enabled,user_verified,user_statuses_count,user_contributors_enabled,user_is_translator,user_is_translation_enabled,user_profile_background_tile,user_profile_use_background_image,user_has_extended_profile,user_default_profile,user_default_profile_image,user_following,user_follow_request_sent,user_notifications,user_translator_type,sentiment,sentiment_value,emotion,emotion_value
Sun May 14 12:24:36 +0000 2023,1657723583982891009,@I_Luv_Thinkers @dymiette @SamsClub Hello there! We completely understand your concern and are requesting you send us a direct message with your membership number and contact information so we can look into this for you. Thank you for being a Loyal BJ's Wholesale Club Member.,I_Luv_Thinkers,en,recent,84184644,84184644,BJ's Wholesale,BJsWholesale,"Westborough, MA",Tag us at #BJsSmartSaver for a chance to be featured.,0,22770,3422,315,Wed Oct 21 22:59:59 +0000 2009,3510,1,0,19704,0,0,0,0,0,0,0,0,0,0,0,none,Neutral,0.0,Neutral,0.6
Sun May 14 08:07:20 +0000 2023,1657658840563810304,"@PressSec @WhiteHouseGPC @WhiteHouseHPI I own @SamsClub @Walmart @DollarTree we can run Billion or trillion food EBT system. Tax dollars red cross. 50 States 1 @uscensusbureau I get 2,880 for just myself not kids. Senior @StateDept what better fuel deal can we get @IRSnews @CNBC https://t.co/kJMupfFX6b",PressSec,en,recent,1655700408268992512,1655700408268992512,Amylynn Volluz,AmyVolluz518513,,,0,0,218,0,Mon May 08 22:25:50 +0000 2023,61,0,0,123,0,0,0,0,1,1,1,0,0,0,0,none,Neutral,0.0,Neutral,0.6
Sun May 14 07:45:08 +0000 2023,1657653255223083009,I don't want them in Court public opinions to say we allowed those from other countries to gain more from @StateDept food stamps EBT medical insurance program started before 1980.   When I was born. @SamsClub @Walmart @PressSec we don't want 50 trillion 1 trillion each state 10yr https://t.co/Gjt9WhHnBx,,en,recent,1655700408268992512,1655700408268992512,Amylynn Volluz,AmyVolluz518513,,,0,0,218,0,Mon May 08 22:25:50 +0000 2023,61,0,0,123,0,0,0,0,1,1,1,0,0,0,0,none,Negative,-1.0,Mistrust,0.2
Sun May 14 07:03:30 +0000 2023,1657642777595838467,It's has to be cheaper more cost effective to build a new community in Mexico then allowed me @SamsClub @Walmart @DollarTree to ask run up food stamps EBT money that hasn't saved American person 10yrs. Like state budget. @PressSec @KMOV @StateDept @ksdknews @WhiteHouseOPE46 https://t.co/qL0brK5t8a,,en,recent,1655700408268992512,1655700408268992512,Amylynn Volluz,AmyVolluz518513,,,0,0,218,0,Mon May 08 22:25:50 +0000 2023,61,0,0,123,0,0,0,0,1,1,1,0,0,0,0,none,Negative,-1.0,Mistrust,0.2
Sun May 14 06:48:38 +0000 2023,1657639037769793537,Like I said I'm @SamsClub I'm @WalmartInc at bar I would love to get Mexico town to help stop EBT food rip out for Texas sold hot vapor fuel Building a town Vatican church Dali lam owns Then cash in any more EBT food stamps Money 4 fuel Church housing food work store @DollarTree,,en,recent,1655700408268992512,1655700408268992512,Amylynn Volluz,AmyVolluz518513,,,0,0,218,0,Mon May 08 22:25:50 +0000 2023,61,0,0,123,0,0,0,0,1,1,1,0,0,0,0,none,Neutral,0.0,Neutral,0.6
Sun May 14 03:11:40 +0000 2023,1657584436085686272,@MTumarkin @OfficialOPLive @SamsClub @RobertIrvine Oh the PB&amp;J is so good!,MTumarkin,en,recent,771032854113361920,771032854113361920,Vivacious Valkyrie🇺🇸🇺🇸,LilMinxx2u,United States,"All American USAF Veteran 🇺🇸🇺🇸, Pro Law Enforcement have much love for all our first responders. 🚔🚒🚑🚓 MAGA, America FIRST!! Proud Pyrenees mama! 🐶🐾",0,4178,5004,2,Wed Aug 31 17:12:12 +0000 2016,346793,0,0,15348,0,0,0,0,1,0,1,0,0,0,0,none,Positive,0.9,Joy,1.0
Sun May 14 03:11:07 +0000 2023,1657584294964125696,RT @MTumarkin: #oplive #OPLive #OPnation #OnPatrolLive #onpatrolnation. Great to see the #fitcrunch ads during the show.  @SamsClub had the…,,en,recent,1534682734710366210,1534682734710366210,On Patrol: Live,OfficialOPLive,,"Official Account of #OnPatrolLive. Every Friday & Saturday at 9e|6p, only on @ReelzChannel. Follow our hosts: @danabrams @CurtisWilson275 @Sean_C_Larkin",0,92374,403,139,Wed Jun 08 23:44:24 +0000 2022,15759,0,0,8957,0,0,0,0,1,1,1,0,0,0,0,none,Positive,0.8,Joy,1.0
Sun May 14 02:43:59 +0000 2023,1657577467480031233,"@yappydagger @chocolateSTL @IamKarenBoBaran @2MenSalsa @InstantPot @ParnellChef @KikkomanKitchen @BobsRedMill @bigelowtea @MapleLeafFarms @AVestige1 @marketwagon @NinjaKitchen @stubbsbbqsauce @CutwaterSpirits @DukesMayonnaise @TheBlockWebster @Costco @RollingLawnsIL @AmericanPieCo @UPS @Oberweis @toadspigs @PastureRanger @CiderboysCider @guinness @FreshThymeFM @rootsrundeepnv @FaziosFoods @OreIdaPotatoes @SpottedCow_Wisc @TABASCO @CompanionBaker @cupofpipers @CedarsFoods @Kaldis_Coffee @StChasCC @KillerBread @Chef_Kara @Target @LAFC @OakBeveragesInc @MaullsBBQ @BreveCoffees @sbrbbq @asturifoods @SamsClub @opencup @brfootball @CahokiaR 2/ Rosemary, Bay Leaves, Black Peppercorn, and Sea Salt,), cornstarch.",robert_weiter,en,recent,872024441433337856,872024441433337856,Robert Weiter,robert_weiter,United States ,"Retired pastor, broadcaster, social worker currently freelance journalist and analyst. Retweets do not imply endorsement.

Articles: https://t.co/zx3G1SGDoT",0,571,2280,0,Tue Jun 06 09:36:43 +0000 2017,13494,1,0,24337,0,0,0,0,1,1,1,0,0,0,0,none,Neutral,0.0,Neutral,0.6
Sun May 14 02:41:21 +0000 2023,1657576805274984448,#BREAKING: Walmart is adding EV chargers to hundreds of its stores https://t.co/Ezn8GIDTzT #Walmart #SamsClub,,en,recent,1567018757423259649,1567018757423259649,Curt 'Rockin Curt',CurtRockin,"United States, Illinois",'Music Is The Strongest Form Of Magic' // I Tweet About What's Happening In The World!,0,27,224,0,Tue Sep 06 05:16:23 +0000 2022,2251,0,0,1514,0,0,0,0,1,1,1,0,0,0,0,none,Positive,0.9,Surprise,0.8
Sun May 14 02:40:28 +0000 2023,1657576581865394176,#oplive #OPLive #OPnation #OnPatrolLive #onpatrolnation. Great to see the #fitcrunch ads during the show.  @SamsClub had the chocolate mint/PB&amp;J boxes last weekend.... two of my favorites! @RobertIrvine,,en,recent,2840855063,2840855063,M Tumarkin,MTumarkin,Northeast Ohio,"Geeky lover of animals, music, OnPatrolLive, nature and the USA! Wish I had been a meteorologist!",0,2807,2463,7,Wed Oct 22 02:52:07 +0000 2014,241292,0,0,62271,0,0,0,0,0,1,0,0,0,0,0,none,Positive,0.9,Joy,1.0
Sun May 14 02:28:01 +0000 2023,1657573448573485056,"@yappydagger @chocolateSTL @IamKarenBoBaran @2MenSalsa @InstantPot @ParnellChef @KikkomanKitchen @BobsRedMill @bigelowtea @MapleLeafFarms @AVestige1 @marketwagon @NinjaKitchen @stubbsbbqsauce @CutwaterSpirits @DukesMayonnaise @TheBlockWebster @Costco @RollingLawnsIL @AmericanPieCo @UPS @Oberweis @toadspigs @PastureRanger @CiderboysCider @guinness @FreshThymeFM @rootsrundeepnv @FaziosFoods @OreIdaPotatoes @SpottedCow_Wisc @TABASCO @CompanionBaker @cupofpipers @CedarsFoods @Kaldis_Coffee @StChasCC @KillerBread @Chef_Kara @Target @LAFC @OakBeveragesInc @MaullsBBQ @BreveCoffees @sbrbbq @asturifoods @SamsClub @opencup @brfootball @CahokiaR #Dinner: #American Mutton Stew.   Yukon Gold potatoes, carrots, yellow onion, leeks, wild foraged ramps, green beans, peas, celery, garlic, sea salt, pepper, spices, lamb bone broth (Lamb Bones, Apple Cider Vinegar, Water, Onion, Celery, Carrots, Garlic, Thyme, Parsley,   /2 https://t.co/5SG97poD0z",yappydagger,en,recent,872024441433337856,872024441433337856,Robert Weiter,robert_weiter,United States ,"Retired pastor, broadcaster, social worker currently freelance journalist and analyst. Retweets do not imply endorsement.

Articles: https://t.co/zx3G1SGDoT",0,571,2280,0,Tue Jun 06 09:36:43 +0000 2017,13494,1,0,24337,0,0,0,0,1,1,1,0,0,0,0,none,Positive,0.9,Joy,1.0
Sun May 14 02:03:53 +0000 2023,1657567376806748162,"Dear @SamsClub ,

The Members Mark Cantina Salsa is the best salsa. Please take the “Limited Edition” tag off and release this year round. 

Thanks! https://t.co/H8ZnmzaRG0",,en,recent,298091618,298091618,Blake Allen,ablakeallen,The Lone Star State,Head Boy’s Basketball & CC @ Jim Ned High School.,0,569,676,4,Fri May 13 17:02:05 +0000 2011,2230,1,0,6901,0,0,0,0,1,1,0,0,0,0,0,none,Positive,0.8,Joy,1.0
Sun May 14 01:46:41 +0000 2023,1657563050365558787,@VIZIO @SamsClub My flat screen stopped working a year after I got it. Maybe not even a year. Very disappointed.,VIZIO,en,recent,82448661,82448661,C. A. Smith 🎥👻📼 🍿,_CineSmith_,Horrorwood,Horror Auteur. Take care & stay scared. Watch Rorschach: https://t.co/q57mR1VJOE,0,9789,10810,89,Wed Oct 14 20:23:03 +0000 2009,84826,1,0,33329,0,0,0,0,1,1,0,0,0,0,0,none,Negative,-0.8,Sadness,0.4
Sun May 14 01:45:02 +0000 2023,1657562631509516288,"@Barnacules The dual hose units may not be as efficient as the window units for sure, but for us it worked wonders! Especially since we couldn’t go with windows units. Here’s that sams club variant https://t.co/0JYoI9K1Pa

Window units are king for sure though, but they do take some work lol",Blaze2KX,en,recent,979831748400951299,979831748400951299,Blaze2K,Blaze2KX,Somewhere,"I’m a YouTuber who covers Tech, Gaming Handhelds - 34k subs on YouTube - Email: blaze2kyt@gmail.com - Brand MediaKit: https://t.co/m0aOLPC06k",0,4881,160,19,Fri Mar 30 21:24:28 +0000 2018,1992,0,0,3124,0,0,0,0,0,1,0,0,0,0,0,none,Positive,0.8,Joy,1.0
Sun May 14 01:40:43 +0000 2023,1657561547739131906,"@SAMSclub__ could be! some kind of terrier at least, and maybe a fucked up third thing. who knows!!",SAMSclub__,en,recent,346391622,346391622,jamison?,scurviex,"Pennsylvania, USA",🏳️‍⚧️ / he/him | 18+ | ACAB. | i hyperfixate and i complain about things. i may be stupid,0,298,1163,2,Mon Aug 01 05:40:51 +0000 2011,160495,0,0,30041,0,0,0,0,1,1,0,0,0,0,0,none,Neutral,0.0,Neutral,0.6
Sun May 14 00:18:03 +0000 2023,1657540742045134848,@dymiette Back to @SamsClub we're going! I STILL haven't heard a word from @BJsWholesale! I started this process May 1st!,dymiette,en,recent,43474982,43474982,👑 The Baby That Paid Extra 👑,I_Luv_Thinkers,East Coast,She/Her #AffordableHousingCannabisDisabilityAdvocate #DETROIT Born&Raised! #Fibromyalgia #LupusMom #AutismGranny & multi-tasking genius that needs a good nap.,0,2200,2337,86,Sat May 30 03:48:53 +0000 2009,28758,1,0,149028,0,0,0,1,1,1,0,0,0,0,0,none,Negative,-0.8,Mistrust,0.2
Sun May 14 00:07:30 +0000 2023,1657538089709862912,The vanilla frozen yogurt and berries is so fricken good at @SamsClub !!! Never get rid of it!,,en,recent,917725903987314689,917725903987314689,✨🌸✨💗✨💜✨🌸,MrsSheGottaVent,,,0,1,255,0,Tue Oct 10 12:18:00 +0000 2017,4941,1,0,4536,0,0,0,0,1,0,1,0,0,0,0,none,Positive,0.9,Joy,1.0
Sat May 13 23:44:36 +0000 2023,1657532326723702793,@SamsClub  @Walmart Please start taking Apple Pay. Thanks.,SamsClub,en,recent,574895385,574895385,Alexis,IWantPubSubs,,Just a teacher who loves Jesus and binge watching tv.,0,157,231,2,Tue May 08 21:44:58 +0000 2012,23919,1,0,5014,0,0,0,0,1,1,1,0,0,0,0,none,Neutral,0.0,Neutral,0.6
Sat May 13 22:15:17 +0000 2023,1657509847426904066,"Earn a $20.00 Sam's Club Egift card When You Sign up Using the Link in t...
https://t.co/NIWqOZokBk via @YouTube 

#SamsClub #Walmart #SamsClubMembership SamsClubDiscount #Shopping #Discount #ClubMembership",,en,recent,507865095,507865095,nerdom,hustlenomics916,"Space, CA","Entrepreneur x Affiliate Marketer

I tweet deals that may contain affiliate links. As an Amazon Associate, I earn from qualifying purchases.

Use the link below",0,476,299,29,Tue Feb 28 20:17:52 +0000 2012,361,1,0,110190,0,0,0,0,1,1,1,0,0,0,0,none,Positive,0.9,Joy,1.0
Sat May 13 22:11:54 +0000 2023,1657508998290059269,@shanas621 You're gonna need a Phillips Head jack for that.   btw...@SamsClub will repair it at no charge if you're a member.,shanas621,en,recent,872565505,872565505,Vincent Jim Fazzino,VJFazzino,Maine & NorCal,"Ecolab/39yrs; World traveler ; Tulane MBA ;  EM & Energy trader;  Nice guy from New Orleans. Knights of Columbus Grand Knight, Horse Racing, Saints, Maine",0,582,1311,2,Wed Oct 10 21:54:26 +0000 2012,6485,0,0,9742,0,0,0,0,1,1,1,0,0,0,0,none,Positive,0.7,Surprise,0.8
Sat May 13 21:46:57 +0000 2023,1657502718766792704,@VIZIO @SamsClub That’s very great,VIZIO,en,recent,1305248120985530373,1305248120985530373,Friendly Mountain12,mtn12_,,@paramountwiki administrator account,0,40,66,0,Sun Sep 13 20:53:06 +0000 2020,520,0,0,8226,0,0,0,0,1,1,1,0,0,0,0,none,Positive,0.8,Joy,1.0
Sat May 13 21:46:51 +0000 2023,1657502692397264900,@VIZIO @SamsClub This is so amazing,VIZIO,en,recent,2171003965,2171003965,jmk,jkline120,"Ohio, USA",,0,1746,3804,4,Sat Nov 02 21:55:59 +0000 2013,179845,1,0,129894,0,0,0,1,1,1,0,0,0,0,0,none,Positive,0.8,Joy,1.0
Sat May 13 21:46:14 +0000 2023,1657502536104804352,"RT @peggy0242: Ha...we have 2 Sam's Clubs withing a 15 mile radius here, and now we'll have a Costco between them. Costco moving into Walma…",,en,recent,1361731843612106754,1361731843612106754,Onmytitswhaaaat?,onmytitswhaaaat,"Arkansas, USA",Ratchet side outlet. Pragmatist. High a lot so spelling sucks. 2 asshole pugs. No DMs unless we R cool. @onmytitswhaaaat on Post. 🟧🟦💚❤️💜🖤🤎💙🧡💛,0,1405,3536,1,Tue Feb 16 17:39:19 +0000 2021,122862,0,0,50359,0,0,0,0,1,1,1,0,0,0,0,none,Neutral,0.0,Surprise,0.8
Sat May 13 21:41:05 +0000 2023,1657501241654534146,"Need a last minute #MothersDay gift? 💐 The VIZIO M-Series Sound Bar with Dolby Atmos is JUST $249 NOW at @SamsClub.

GET THIS DEAL HERE: https://t.co/PStca3jYlN https://t.co/R9cfYGQUhV",,en,recent,18970145,18970145,VIZIO,VIZIO,"Irvine, CA","VIZIO elevates your entertainment with smart TVs and award-winning sound bars. Show us how you share with #VIZIOgram. 

For Support: @VIZIOSupport",0,41449,332,444,Wed Jan 14 07:38:55 +0000 2009,4181,0,0,28810,0,0,0,0,0,0,0,0,0,0,0,none,Positive,0.9,Joy,1.0
Sat May 13 21:26:16 +0000 2023,1657497513044201472,"Frigo Cheese, Sam's Club - Hanover, Pennsylvania - Cheese taste chemically almost like moldy. Very hard to describe taste. Expires 30jun2354. Stomach is upset and vomiting... Read more at: https://t.co/8XW1eLkbPu 
 #frigocheese #samsclub #cheese https://t.co/GCYvIXLrFF",,en,recent,921197448885886977,921197448885886977,Iwaspoisoned.com,iwaspoisoned_,ig @/iwaspoisoned,Report food poisoning at https://t.co/uHLNOVKOTH + sign up for our free consumer food safety alerts for your city. The #1 consumer food safety platform in the world.,0,8654,1,7,Fri Oct 20 02:12:41 +0000 2017,242,1,0,104544,0,0,0,0,0,1,0,0,0,0,0,none,Negative,-1.0,Disgust,0.0
Sat May 13 20:55:36 +0000 2023,1657489795872964612,@SamsClub bring back the nashville locations,SamsClub,en,recent,1557267699159506944,1557267699159506944,Jason,jason23lake,"Nashville, TN",Lebron the 🐐 Becky Lynch 🐐 🤷🏾‍♂️Acknowledge Me🩸,0,1515,4876,12,Wed Aug 10 07:28:53 +0000 2022,16726,0,0,14892,0,0,0,0,1,1,1,0,0,0,0,none,Neutral,0.0,Neutral,0.6
Sat May 13 20:16:24 +0000 2023,1657479928768778241,"Ha...we have 2 Sam's Clubs withing a 15 mile radius here, and now we'll have a Costco between them. Costco moving into Walmart/SamsClub home territory is kind of bold. https://t.co/walJpmMNzs",,en,recent,1302772059630710784,1302772059630710784,Peggy Spoutible.com/peggy0242,peggy0242,"MI by birth, AR by choice","Get off your butt and vote. 
#Hogs   #DetroitTigers    #RedWings",0,390,1285,0,Mon Sep 07 00:54:11 +0000 2020,68819,0,0,10260,0,0,0,0,1,0,1,0,0,0,0,none,Neutral,0.0,Surprise,0.8
Sat May 13 20:13:52 +0000 2023,1657479292010258437,@SamsClub wtf I used my card once for gas and was charged the $175 hold twice yesterday and still haven’t received my money back for just 20 I actually put in the tank 🤬🤬,SamsClub,en,recent,3248454524,3248454524,Roy Jones,RoyJones0220,"West Virginia, USA",Always Tired,0,32,1082,0,Thu Jun 18 06:11:22 +0000 2015,531,1,0,469,0,0,0,0,1,1,1,0,0,0,0,none,Negative,-1.0,Mistrust,0.2
Sat May 13 19:00:13 +0000 2023,1657460757469057025,"@SamsClub your Calumet City, IL location needs another entry/exit created",SamsClub,en,recent,1198945374,1198945374,DrRob,RobLWattsJr,,Jesus Follower|Speaker|Minister|Husband|Father|Author of #MM40ET #BTBOTB #MM4ME|President s @ofmbi| https://t.co/EC26aoSasF |Speaker| drrlwjr@gmail.com,0,804,3760,7,Tue Feb 19 23:25:22 +0000 2013,17420,1,0,7524,0,0,0,1,1,0,0,0,0,0,0,none,Neutral,0.0,Neutral,0.6
Sat May 13 18:49:51 +0000 2023,1657458148905549827,"Send some KELSO 🦅 LOVE 💛 💙 to all our CommUNITY partnerships that supported @KelsoHISD this week!!  🦅  Shout out to @ElSalvadorfoun2  (water), @ribsaus (BBQ),  @WraparoundService (food pantry), @SamsClub (gift card) @raisingcanes (Tea) ☕‼️ We greatly appreciate everything. https://t.co/BclRTuFPBA",,en,recent,922216008298979330,922216008298979330,Carmelita Calzada,Kelso_Wrap_life,,,0,89,121,0,Sun Oct 22 21:40:05 +0000 2017,598,0,0,321,0,0,0,0,1,1,1,0,0,0,0,none,Positive,1.0,Joy,1.0
Sat May 13 18:43:06 +0000 2023,1657456451013713920,@SamsClub bring back that Nashville hot shrimp!!!!,SamsClub,en,recent,472530058,472530058,Mama Bear 🧸,_____LaMonae,,bitches is ass if we keeping it crack,0,1268,828,1,Tue Jan 24 01:40:23 +0000 2012,81649,1,0,104181,0,0,0,1,1,1,0,0,0,0,0,none,Positive,0.9,Joy,1.0
